bullet_point,category,category_url,clickthrough_url,close_date,currency,funds_raised_amount,funds_raised_percent,image_url,is_indemand,is_pre_launch,offered_by,open_date,perk_goal_percentage,perks_claimed,price_offered,price_retail,product_stage,project_id,project_type,source_url,tagline,tags,title
"null","Education","/explore/education","/projects/nepal-earthquake-relief-help-rebuild-dreams","2015-06-16T23:59:59-07:00","USD","3455","0.691","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lmzufiuxubiitibaedsu.jpg","false","false","null","2015-05-02T06:39:36-07:00","null","null","null","null","null","1246898","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help children in Nepal rebuild their mountain of DREAMS!","[""other""]","Nepal Earthquake Relief: Help Rebuild Dreams"
"null","Dance & Theater","/explore/dance-theater","/projects/support-house-of-lanvin","2020-08-20T23:59:59-07:00","USD","2790","0.0279","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qk5ngjscersmeaqkqmwu.jpg","false","false","null","2020-07-19T00:00:00-07:00","null","null","null","null","null","2616370","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Supporting #teamLanvin","[""community"",""lgbtq"",""family"",""jewelry"",""founders of color""]","Support House Of Lanvin"
"null","Transportation","/explore/transportation","/projects/i-need-a-new-bike--2","2013-10-11T23:59:59-07:00","USD","390","0.709090909091","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/cbeh5ozynlg7opdrmbbq.jpg","false","false","null","2013-09-26T06:34:49-07:00","null","null","null","null","null","539634","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","My birthday is coming up and if anyone wants to get me something you can contribute to getting a new bike.","[""other""]","I need a new bike"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-secret-weapons-halloween-carnival-miniatures-for-fantasy-football","2012-12-18T23:59:59-08:00","USD","618","0.176571428571","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zvmrtfobuey1q0zrs8zz.jpg","false","false","null","2012-11-18T15:30:55-08:00","null","null","null","null","null","279427","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Kraken Miniatures would like to present their Fantasy Football Halloween-Carnival 28mm miniature range ,limited edition in metal","[""other""]","The secret weapons Halloween-Carnival miniatures for fantasy football"
"null","Food & Beverages","/explore/food-beverages","/projects/festa-fete-funding","2020-01-31T23:59:59-08:00","CAD","291","0.00097","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/dephcwvz50kvjywo7iwi.jpg","false","false","null","2019-12-15T00:00:00-08:00","null","null","null","null","null","2567400","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Festa Fete, party assistants  funding to create App","[""women"",""female founders"",""food"",""apps"",""design""]","FESTA Fete Funding"
"null","Writing & Publishing","/explore/writing-publishing","/projects/the-harper-decade","2015-11-06T23:59:59-08:00","CAD","820","0.273333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/puzoqileuioz9fwwkdbm.jpg","false","false","null","2015-09-07T14:29:27-07:00","null","null","null","null","null","1424010","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Canada has changed.","[""other""]","The Harper Decade"
"null","Film","/explore/film","/projects/orson-welles-art-and-money-a-conversation","2020-02-19T23:59:59-08:00","USD","7190","1.027142857143","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/eibo4a69ngd9zin4yfvx.jpg","false","false","null","2020-01-20T00:00:00-08:00","null","null","null","null","null","2550420","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","What is it like to be an independent artist in America?","[""indie""]","Orson Welles, art, and money...a conversation"
"null","Wellness","/explore/wellness","/projects/unicoins-for-defiaye","2017-10-05T23:59:59-07:00","GBP","3400","6.8","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/iasreoaicdgatnfrodjl.jpg","false","false","null","2017-09-14T06:18:28-07:00","null","null","null","null","null","2216878","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Helping a friend","[""other""]","Unicoins for DefiAye"
"null","Health & Fitness","/explore/health-fitness","/projects/teddy-s-better-chest","2015-07-11T23:59:59-07:00","USD","1515","0.210416666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/yuykpbx9iraavdjv18aq.jpg","false","false","null","2015-05-12T17:08:13-07:00","null","null","null","null","null","1266263","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Everyone wants to be better. But did ""better"" ever mean...you just wanted to be yourself?","[""other""]","Teddy's Better Chest"
"null","Art","/explore/art","/projects/lacuna-gallery-a-new-contemporary-art-space","2018-01-29T23:59:59-08:00","USD","5120","0.341333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tmywqhd1gn0gzdqo1ysl.jpg","false","false","null","2017-11-30T10:45:07-08:00","null","null","null","null","null","2173347","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A contemporary art space dedicated to supporting early-career visual artists.","[""other""]","Lacuna Gallery: A New, Contemporary Art Space"
"null","Camera Gear","/explore/camera-gear","/projects/polaroid-kingdom-a-horror-short-film","2017-03-21T23:59:59-07:00","USD","1255","0.1255","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/um55gyglfnwe0udyjypg.jpg","false","false","null","2017-01-20T06:43:23-08:00","null","null","null","null","null","2014679","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Nothing's more dangerous than a familiar face.","[""horror"",""short film"",""horror""]","Polaroid Kingdom-A Horror Short Film"
"null","Food & Beverages","/explore/food-beverages","/projects/falls-church-distillers","2018-09-28T23:59:59-07:00","USD","200","0.005","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/s2mtztsnthgicqlbwtit.jpg","false","false","null","2018-07-30T07:56:04-07:00","null","null","null","null","null","2402959","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We're taking our spirits to new markets across the country!","[""other""]","Falls Church Distillers"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/the-terrain-pant-one-pant-zero-limits","2019-09-17T23:59:59-07:00","USD","109726","5.0463","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ildu51galaegaa1kdrmt.jpg","true","false","null","2019-09-16T23:59:59-07:00","null","null","null","null","null","2544761","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The World's Most Versatile Pant | Sustainably Made in the U.S.A.","[""other""]","The Terrain Pant. One pant, Zero Limits"
"null","Audio","/explore/audio","/projects/the-tradesman-overdrive-at-its-finest","2017-11-14T23:59:59-08:00","USD","1843","0.1843","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xnkjuooqiub9rgq4bof0.jpg","false","false","null","2017-09-30T07:25:09-07:00","null","null","null","null","production","2179597","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A premium, handcrafted, solid wood, transparent overdrive guitar pedal from Artistry Audio.","[""guitars""]","The Tradesman: overdrive at its finest."
"null","Photography","/explore/photography","/projects/el-cambio-es-ya-2021-calendar","2020-12-11T23:59:59-08:00","USD","0","0","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hpjexm96ts4felembr2j.jpg","false","false","null","2020-11-11T00:00:00-08:00","null","null","null","null","null","2641804","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","""El Cambio es Ya"" tries to portrait the beauty, artistry, and fighting spirit of the Latin woman.","[""design""]","El cambio es ya - 2021 Calendar"
"null","Video Games","/explore/video-games","/projects/dungeon-slayer-a-multi-plattform-dungeon-game","2015-11-21T23:59:59-08:00","EUR","20","0.001333333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/oug3itpzplozrhxhcatc.jpg","false","false","null","2015-10-12T10:42:25-07:00","null","null","null","null","null","1471540","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Be the Master of the Dungeons","[""other""]","Dungeon Slayer - A Multi-Plattform Dungeon-Game"
"null","Tabletop Games","/explore/tabletop-games","/projects/the-enigma-box","2017-12-10T23:59:59-08:00","GBP","186578","3.6052","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/n9pffois6miikfa0sgug.jpg","true","false","null","2017-12-09T23:59:59-08:00","null","null","null","null","null","2289411","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The biggest adventure of all time, from your front room. A challenge that will test your wits.","[""other""]","The Enigma Box"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/dezzys-streetwear-subscription-box","2019-10-26T23:59:59-07:00","USD","151","0.00302","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bhg4imtgkvq4t8sfzicd.jpg","false","false","null","2019-09-11T00:00:00-07:00","null","null","null","null","null","2543423","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Children's Lifestyle Brand","[""family"",""shoes"",""shirts"",""kids""]","Dezzys Streetwear Subscription Box"
"null","Education","/explore/education","/projects/help-us-develop-nepal-out-of-poverty","2016-06-04T23:59:59-07:00","USD","945","0.027","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ba5o8hgkwdaivonhkhxz.jpg","false","false","null","2016-04-25T17:48:29-07:00","null","null","null","null","null","1640154","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Help build a software QA and outsourcing school in rural Nepal. Let's develop Nepal out of poverty!","[""software"",""social innovations""]","Help us Develop Nepal Out of Poverty"
"null","Comics","/explore/comics","/projects/tales-from-the-stacks-special-collections-edition","2020-04-07T23:59:59-07:00","USD","3909","1.839","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/bmit6ztwgtfldgtu9xmb.jpg","true","false","null","2020-03-08T00:00:00-08:00","null","null","null","null","null","2585883","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Special Edition with all Covers, a new Story, Keung Lee, Illustrator Monk, Pablo Romero art & more!","[""horror""]","Tales from the Stacks: Special Collections Edition"
"null","Food & Beverages","/explore/food-beverages","/projects/ice-made-clear-amazing-clarity-stunningly-simple","2018-03-06T23:59:59-08:00","USD","178817","1.66064","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/fzjgu4wahbanfo6ml7mf.jpg","true","false","null","2018-03-05T23:59:59-08:00","null","null","null","null","null","2317748","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Enjoy and Impress with glass-clear ice from the fast, easy, compact clear ice maker","[""other"",""food""]","Ice Made Clear, Amazing Clarity, Stunningly Simple"
"null","Writing & Publishing","/explore/writing-publishing","/projects/help-me-get-my-healthy-cookbook-out-to-the-world","2015-06-24T23:59:59-07:00","USD","1380","0.345","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/xp8ro8opucvku72fag43.jpg","false","false","null","2015-04-25T14:07:55-07:00","null","null","null","null","null","1006267","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Raising funds to pay for national advertising of my new cookbook ""Simple Healthy Delights""","[""other""]","Help me get my healthy cookbook out to the world!"
"null","Local Businesses","/explore/local-businesses","/projects/artisanal-grocery-bakery-and-pizzeria","2018-04-17T23:59:59-07:00","USD","1660","0.0664","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/tfpy9v6eclv6ghmkpego.jpg","false","false","null","2018-02-16T04:41:10-08:00","null","null","null","null","null","2303358","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","With 100% natural ingredients - no packaging - no branding","[""other""]","''Artisanal '' grocery, bakery and pizzeria"
"null","Photography","/explore/photography","/projects/prima-system-the-ultimate-modular-travel-pack","2017-06-22T23:59:59-07:00","USD","1195307","11.743783333333","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mvvlnjkg5lqfmnsbbecz.jpg","false","false","null","2017-06-21T23:59:59-07:00","null","null","null","null","null","2143477","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The Ultimate Modular Backpack keeps you organized for daily carry and weekend travels.","[""social innovations"",""backpacks""]","Prima System: The Ultimate Modular Travel Pack"
"null","Health & Fitness","/explore/health-fitness","/projects/help-with-medical-bill","2015-07-14T23:59:59-07:00","USD","55","0.083713850837","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/zunwtalxgrugcltzldbj.jpg","false","false","null","2015-07-07T12:16:41-07:00","null","null","null","null","null","1344157","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","The accident didn't cripple me but the medical bill might!","[""other""]","Help with Medical Bill"
"null","Wellness","/explore/wellness","/projects/2017-thrive-campaign","2018-02-01T23:59:59-08:00","USD","339","0.113","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/ubobvjgxj5t7p00a6epi.jpg","false","false","null","2017-12-13T16:46:40-08:00","null","null","null","null","null","2270222","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","A Year End Giving Benefiting PSI & 2020 Mom","[""other""]","2017 THRIVE Campaign"
"null","Education","/explore/education","/projects/our-voices-sign-language-english-storybook-ibook","2016-04-14T23:59:59-07:00","USD","2540","0.635","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/r68udws3duhrxmy9i9zo.jpg","false","false","null","2016-02-14T17:11:50-08:00","null","null","null","null","null","1644628","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","We are making a story/workbook & iBook inspired by students from PS 347.","[""books"",""community""]","OUR VOICES Sign Language & English Storybook iBook"
"null","Food & Beverages","/explore/food-beverages","/projects/gunnison-valley-distillery","2020-11-30T23:59:59-08:00","USD","2132","0.028426666667","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vcfskgrok2o5igfh4kdf.jpg","false","false","null","2020-10-02T00:00:00-07:00","null","null","null","null","null","2623560","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bringing outstanding rye malt whiskey to the Gunnison Valley and Colorado.","[""community""]","Gunnison Valley Distillery"
"null","Music","/explore/music","/projects/adikku-sayang","2015-05-22T23:59:59-07:00","USD","1460","0.584","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/lylstc7cb3tdgxh141b0.jpg","false","false","null","2015-03-23T19:29:19-07:00","null","null","null","null","null","1181128","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Classic Indonesian Children's Songs.
Book and CD set.
Covers by Ujie and Biko. Illustrations by Inno","[""other""]","Adikku Sayang"
"null","Art","/explore/art","/projects/chromamagic","2016-08-12T23:59:59-07:00","USD","338","0.676","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/qwsml0hl8drf6uppvwma.jpg","false","false","null","2016-08-05T09:54:00-07:00","null","null","null","null","null","1853340","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Bringing the magic of color vision to the colorblind on playa at Burning Man and beyond.","[""other""]"," ChromaMagic"
"null","Writing & Publishing","/explore/writing-publishing","/projects/husein-kapetan-i-njegov-zmaj-zmajki","2018-06-29T23:59:59-07:00","USD","509","0.02036","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/sh756p8dlydv2xbxy3j7.jpg","false","false","null","2018-04-30T08:22:44-07:00","null","null","null","null","null","2360677","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Let's color our Bosnian History with the help of Captain Husein and his Dragon Zmajki.","[""books"",""kids""]","Husein kapetan i njegov zmaj Zmajki"
"null","Health & Fitness","/explore/health-fitness","/projects/xoggl-sense-augmented-reality-meditation-device","2015-09-22T23:59:59-07:00","USD","460","0.0092","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vvsvofi89ym9nsnalpto.jpg","false","false","null","2015-08-13T05:43:53-07:00","null","null","null","null","null","1390772","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Xoggl – Meditation for the Masses with a Sense Augmented Reality device","[""other""]","Xoggl - Sense Augmented Reality meditation device"
"null","Wellness","/explore/wellness","/projects/sing-yourself-well-healing-voice-yoga-for-all","2017-05-11T23:59:59-07:00","USD","321","0.025275590551","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vjoho52tozuqcyolu5ax.jpg","false","false","null","2017-04-11T11:07:13-07:00","null","null","null","null","null","2045890","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Learn How to Free Your Full Voice. For Your Health, Happiness, and World Peace!","[""other""]","Sing Yourself Well: Healing Voice Yoga For All!"
"null","Health & Fitness","/explore/health-fitness","/projects/cumasu-transcending-stigma-through-technology","2018-01-25T23:59:59-08:00","USD","577","0.195328368314","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/vshtiygyousymiqtyua8.jpg","false","false","null","2018-01-05T01:35:00-08:00","null","null","null","null","null","2311514","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","An appointment-scheduling platform for patients seeking diagnosis and treatment.","[""other""]","Cumasu - Transcending Stigma through Technology"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/lipscani-fashion-label","2015-09-06T23:59:59-07:00","EUR","2326","0.2326","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/mivdbxttwwxuozh1hql7.jpg","false","false","null","2015-08-04T09:41:35-07:00","null","null","null","null","null","1264106","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Lipscani is a unique fashion acessories label inspired in  Portugal and the art nouveau era.","[""other""]","Lipscani fashion label"
"null","Environment","/explore/environment","/projects/immediate-ecological-economical-call-to-action","2015-11-15T23:59:59-08:00","USD","10","0.00001","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/jhs0y3o4rrtkrfbonuk8.jpg","false","false","null","2015-10-16T08:21:13-07:00","null","null","null","null","null","1495126","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Of the people, by the people, for the people.","[""social innovations""]","IMMEDIATE ECOLOGICAL, ECONOMICAL CALL TO ACTION"
"null","Local Businesses","/explore/local-businesses","/projects/nowruz-at-san-francisco-city-hall--2","2015-03-18T23:59:59-07:00","USD","5270","0.585555555556","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/obganw1qriyjocao7opv.jpg","false","false","null","2015-03-02T13:42:39-08:00","null","null","null","null","null","1156671","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Join us to engage the community & celebrate our food dance & music at this beautiful landmark!","[""other""]","Nowruz at San Francisco City Hall"
"null","Fashion & Wearables","/explore/fashion-wearables","/projects/imawash-portable-washing-device","2016-08-26T23:59:59-07:00","USD","5111","0.5111","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/hduv6thp4apvvobbitsm.jpg","false","false","null","2016-06-27T03:09:26-07:00","null","null","null","null","null","1790943","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Do your laundry anywhere with the portable Washing Machine that fits in the palm of your hand.","[""clothing""]","ImaWash : Portable Washing Device"
"null","Human Rights","/explore/human-rights","/projects/adell-parts-for-the-best-home-defense-system","2015-05-21T23:59:59-07:00","USD","250","0.25","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/q99p7d9ud5pocjquocjt.jpg","false","false","null","2015-03-22T17:23:15-07:00","null","null","null","null","null","1178030","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Acoustic defense wall  - a sonic nonlethal weapon","[""other""]","ADELL - parts for the best home defense system"
"null","Home","/explore/home","/projects/wald-co-wild-seeds-to-go","2017-09-15T23:59:59-07:00","EUR","5198","0.20792","https://c1.iggcdn.com/indiegogo-media-prod-cld/image/upload/c_fill,f_auto,h_273,w_273/axvqckl1xqaybzlawh9x.jpg","false","false","null","2017-08-01T09:58:21-07:00","null","null","null","null","production","2073017","campaign","https://www.indiegogo.com/explore/all?project_type=campaign&project_timing=all&sort=trending","Let’s bring back nature and wilderness into our gardens with our Seed Box FOREST TREASURE to go","[""social innovations"",""social innovations""]","WALD & Co - Wild Seeds to go"
